title,note,url,tags,comment,source_list,status
"The Holland, Kensington",Gastropub local deli y muy agusto,"https://www.google.com/maps/place/The+Holland,+Kensington/data=!4m2!3m1!1s0x48760f83be90b989:0x2bb23347c964bd2b",,,London,visited
Compane,,https://www.google.com/maps/place/Compane/data=!4m2!3m1!1s0x48761b08aba486b5:0x2854e65e43875863,,,London,visited
BAO Noodle Shop,,https://www.google.com/maps/place/BAO+Noodle+Shop/data=!4m2!3m1!1s0x48761ddde7c030f1:0xab65baefda1490f0,,,London,visited
EQUAL PARTS,,https://www.google.com/maps/place/EQUAL+PARTS/data=!4m2!3m1!1s0x48761d6230a1de73:0xcd8d2e442311bfa2,,,London,visited
Miga,,https://www.google.com/maps/place/Miga/data=!4m2!3m1!1s0x48761d00378845b5:0xa11dc3975c479366,,,London,visited
Katsute 100,,https://www.google.com/maps/place/Katsute+100/data=!4m2!3m1!1s0x48761b5d3da5113f:0xc721de43fb65c1d7,,,London,visited
Bancone Covent Garden,Pasta deli! Pedirse la tradicional con yema y nuez,https://www.google.com/maps/place/Bancone+Covent+Garden/data=!4m2!3m1!1s0x487604ce7e57942f:0x2ba07c05296427b,,,London,visited
Zephyr Notting Hill,,https://www.google.com/maps/place/Zephyr+Notting+Hill/data=!4m2!3m1!1s0x48760f73148e5029:0x2c3d98b80abddcdf,,,London,visited
Tamila,,https://www.google.com/maps/place/Tamila/data=!4m2!3m1!1s0x487605f775554e5d:0x6a1694154dae82e0,,,London,visited
Dāku Coffee Kensington,,https://www.google.com/maps/place/D%C4%81ku+Coffee+Kensington/data=!4m2!3m1!1s0x48760fb34cba3ed5:0x9949825642abe13b,,,London,visited
The Delaunay,,https://www.google.com/maps/place/The+Delaunay/data=!4m2!3m1!1s0x487605b13a03ae5d:0xae1464e156fc8208,,,London,visited
Cahoots Underground,,https://www.google.com/maps/place/Cahoots+Underground/data=!4m2!3m1!1s0x487604d507ab69fb:0xbbfbc270f421a878,,,London,visited
The Wigmore,Cheese tostie deliii!! Un pub muy bueno como para invierno,https://www.google.com/maps/place/The+Wigmore/data=!4m2!3m1!1s0x48761ad5a81aaaab:0xae8e509962b393a5,,,London,visited
Firebird | Restaurant & Wine Bar,"Tuna tartar, stake tartar y halloumi deli!!! El lugar muy agusto, la margarita con mezcal buenisima",https://www.google.com/maps/place/Firebird+%7C+Restaurant+%26+Wine+Bar/data=!4m2!3m1!1s0x48761b3d79fc3b5b:0x2b517b3f5f64160,,,London,visited
Waxy O'Connor's London,,https://www.google.com/maps/place/Waxy+O'Connor's+London/data=!4m2!3m1!1s0x487604d3cadafa23:0x13b38a07e7631340,,,London,visited
Experimental Cocktail Club Chinatown,Lugar que cierra tarde para drinksx pedirse el Kota ternate y negroni. Buen ambiente,https://www.google.com/maps/place/Experimental+Cocktail+Club+Chinatown/data=!4m2!3m1!1s0x487604d24c1e7bd3:0xdef97653196fb5fd,,,London,visited
The Devonshire,,https://www.google.com/maps/place/The+Devonshire/data=!4m2!3m1!1s0x487605074d79cfb1:0x3f0b094216e3000e,,,London,visited
It’s Bagels Soho,,https://www.google.com/maps/place/It%E2%80%99s+Bagels+Soho/data=!4m2!3m1!1s0x487605002a732007:0x6439c4de46a39aa5,,,London,visited
Berners Tavern,,https://www.google.com/maps/place/Berners+Tavern/data=!4m2!3m1!1s0x48761b2b657c41e5:0x5593682c9b218977,,,London,visited
OMA,Muy buen restaurante de comida griega. El orzo con oxtail impresionante. Bueno el martini tambien. Se ve que puede tener mejor ambiente el restaurante de abajo.,https://www.google.com/maps/place/OMA/data=!4m2!3m1!1s0x487603999336cae1:0xc90fb04e06d5a838,,,London,visited
Bar Levan,Gran wine bar con platillos para paicar. Muy cool el ambiente y muy buena la comida. Tienen dias de oysters y de wine tastings.,https://www.google.com/maps/place/Bar+Levan/data=!4m2!3m1!1s0x4876038f3490fdf3:0x4fae307dc5305a6e,,,London,visited
SUSHISAMBA London,,https://www.google.com/maps/place/SUSHISAMBA+London/data=!4m2!3m1!1s0x48761cb296f1fb8b:0x105009a373c43f23,,,London,visited
Kings Mediterranean,Mejor kebab de london! Esta casi abierto 24/7. El chicken shawarma deli ,https://www.google.com/maps/place/Kings+Mediterranean/data=!4m2!3m1!1s0x48760f8bb499b089:0xc4ad0b0f07dddcdd,,,London,visited
Wild Tavern,,https://www.google.com/maps/place/Wild+Tavern/data=!4m2!3m1!1s0x487605513eb8165b:0xfd5206ddade44221,,,London,visited
The Duke of Edinburgh,,https://www.google.com/maps/place/The+Duke+of+Edinburgh/data=!4m2!3m1!1s0x4876045d27c0a51b:0xb321b3946c7883bc,,,London,visited
Crisp W1,Best pizza ever,https://www.google.com/maps/place/Crisp+W1/data=!4m2!3m1!1s0x4876050052989425:0x3add31d977ed5dab,,,London,visited
21 Grams fulham,,https://www.google.com/maps/place/21+Grams+fulham/data=!4m2!3m1!1s0x48760f5f21cbd1cd:0xd2efb74081675f78,,,London,visited
Italo,Muy rico deli en un lugar muy original y con estilo neighborhood. Tienen dos sandwiches que cambian diario y muy buenos. Te atiende un niño de 6 años muy chistoso,https://www.google.com/maps/place/Italo/data=!4m2!3m1!1s0x487604ed9fd2877b:0x4998b1e56982cc49,,,London,visited
The Wallace Collection,,https://www.google.com/maps/place/The+Wallace+Collection/data=!4m2!3m1!1s0x48761acd7d993b73:0xc11d6276bbfec573,,,London,visited
"""mu""",,https://www.google.com/maps/place/%22mu%22/data=!4m2!3m1!1s0x48761db487301e21:0x9677392c5f0f06ae,,,London,visited
Canal Restaurant,,https://www.google.com/maps/place/Canal+Restaurant/data=!4m2!3m1!1s0x4876111a366d2413:0xa55b4fe77b056536,,,London,visited
London Cheesemongers,,https://www.google.com/maps/place/London+Cheesemongers/data=!4m2!3m1!1s0x48760515fd1fd291:0x41eee47ab111bdf0,,,London,visited
The Walmer Castle,,https://www.google.com/maps/place/The+Walmer+Castle/data=!4m2!3m1!1s0x48761002a8bb5b93:0x30d26166d518ff3f,,,London,visited
Sol's,Cool wine bar para ir pero solo en date porque se llena y esta chiquito. La comida se ve rica.,https://www.google.com/maps/place/Sol's/data=!4m2!3m1!1s0x487605d83b0741ad:0x747bb114d7bef64,,,London,visited
Colbert,A fran no le gusto pero es spot para comer si es que quieres afyera,https://www.google.com/maps/place/Colbert/data=!4m2!3m1!1s0x487605163ec39119:0xc92aef651ac0cfca,,,London,visited
Dozo,Deli el bowl! Take away,https://www.google.com/maps/place/Dozo/data=!4m2!3m1!1s0x48760567ef4d1361:0x4fa2f0d12e3eff33,,,London,visited
Carousel,,https://www.google.com/maps/place/Carousel/data=!4m2!3m1!1s0x48761acc50a4c787:0x7283ba1c4de0551,,,London,visited
Granger & Co. Marylebone,,https://www.google.com/maps/place/Granger+%26+Co.+Marylebone/data=!4m2!3m1!1s0x48761b1437c74c55:0x215fa4ed5984bded,,,London,visited
Granger & Co. Chelsea,,https://www.google.com/maps/place/Granger+%26+Co.+Chelsea/data=!4m2!3m1!1s0x4876053e01c1a39d:0x80619661c1c7d468,,,London,visited
Super Kebab,Buen kebab para acabar la noche en Dalston,https://www.google.com/maps/place/Super+Kebab/data=!4m2!3m1!1s0x48761c8b8cef14b1:0xee5a2dbb29270b4e,,,London,visited
Supernova,Muy buenas burgers,https://www.google.com/maps/place/Supernova/data=!4m2!3m1!1s0x487605931f125e57:0x255978e99789e741,,,London,visited
The Elder Press Cafe,Lugar deli para cafesito! Quedarse en la terraza y esta wow,https://www.google.com/maps/place/The+Elder+Press+Cafe/data=!4m2!3m1!1s0x48760f355517ca2b:0xb9afd8f1cd6c3a42,,,London,visited
The Falcon,Pub sports bar con terraza muy cool y local,https://www.google.com/maps/place/The+Falcon/data=!4m2!3m1!1s0x487604590de750f7:0x3abd6d43e39fa058,,,London,visited
Cinnamon Bazaar,,https://www.google.com/maps/place/Cinnamon+Bazaar/data=!4m2!3m1!1s0x487604cc0eb02233:0xee4641360219bb94,,,London,visited
The Cock and Bottle,,https://www.google.com/maps/place/The+Cock+and+Bottle/data=!4m2!3m1!1s0x4876100285637903:0x253946df7dc7d03,,,London,visited
Marta,Foccaccia di Marta la mejor!!! Con trufa,https://www.google.com/maps/place/Marta/data=!4m2!3m1!1s0x48760548249f3035:0x1ec72698439e51c4,,,London,visited
Lyle's,,https://www.google.com/maps/place/Lyle's/data=!4m2!3m1!1s0x48761cb0cce43ccd:0xda438df0c880096f,,,London,visited
The Waterman’s Arms,"De los mejores restaurantes de Londres. La zona esta increible muy tipo pueblito. Neighbourhood restaurant buenisimo que tiene vista al rio. Vale la pena pedir mesa arriba en la terraza si esta bueno el clima. El pescado esta de otro nivel, se deshace.",https://www.google.com/maps/place/The+Waterman%E2%80%99s+Arms/data=!4m2!3m1!1s0x48760f403f821d2b:0x1c98f23df2d67f51,,,London,visited
HIMI,Buenisimo sushi en Soho. Vale la pena sentarse en la barra para ver que se antoja y platicar con los cocineros. El temaki de otoro y los camarones wow. Carisisisimo eso si.,https://www.google.com/maps/place/HIMI/data=!4m2!3m1!1s0x48760500222197e7:0xc3c27f904feac7f3,,,London,visited
Mother Vine,Deli pa un vino,https://www.google.com/maps/place/Mother+Vine/data=!4m2!3m1!1s0x48760506927f9be3:0x1a515697459b9934,,,London,visited
Mildreds Soho,Bueno vegano con salsas ricas y comida asiatica/mexicana y de mundo bien sazonada,https://www.google.com/maps/place/Mildreds+Soho/data=!4m2!3m1!1s0x487604d4925cc9b1:0x1382b06767ef178b,,,London,visited
Sushi Shop,Mejor takeaway sushi,https://www.google.com/maps/place/Sushi+Shop/data=!4m2!3m1!1s0x48760542a06ff037:0xb61f54d783c33683,,,London,visited
Yashin Ocean House,Bueno take away,https://www.google.com/maps/place/Yashin+Ocean+House/data=!4m2!3m1!1s0x48760566e077a957:0xd2fccf934847f156,,,London,visited
HJEM,,https://www.google.com/maps/place/HJEM/data=!4m2!3m1!1s0x487605e3975d3c41:0xf6d10df5cfb9329e,,,London,visited
NAC,"El postre, la hamburguesa y la pasta delis!! ",https://www.google.com/maps/place/NAC/data=!4m2!3m1!1s0x4876053286565dc9:0x5e8818df1bc3dea1,,,London,visited
Bank of Friendship,,https://www.google.com/maps/place/Bank+of+Friendship/data=!4m2!3m1!1s0x48761b81eb2bbdf7:0xf6846b1eb7860d40,,,London,visited
The Wolseley,,https://www.google.com/maps/place/The+Wolseley/data=!4m2!3m1!1s0x4876052f571cfeaf:0x5350dedd3b5bb322,,,London,visited
Granger and Co. Notting Hill,,https://www.google.com/maps/place/Granger+and+Co.+Notting+Hill/data=!4m2!3m1!1s0x48760ffd63068e2b:0xecefe50d6423ac66,,,London,visited
Dishoom Covent Garden,,https://www.google.com/maps/place/Dishoom+Covent+Garden/data=!4m2!3m1!1s0x487604b7c7d895c5:0x9c3887a3670e0076,,,London,visited
The Dreamery,,https://www.google.com/maps/place/The+Dreamery/data=!4m2!3m1!1s0x48761d342d569415:0x3b5cb337d6947d8,,,London,visited
Naked & Famous Bar,,https://www.google.com/maps/place/Naked+%26+Famous+Bar/data=!4m2!3m1!1s0x48760fcd26e671f7:0xf237a203802c3c6b,,,London,visited
Jeru,,https://www.google.com/maps/place/Jeru/data=!4m2!3m1!1s0x48760505ec5a430f:0x715a14cfb14b98fa,,,London,visited
Bar Daskal,,https://www.google.com/maps/place/Bar+Daskal/data=!4m2!3m1!1s0x48760394cdbe851b:0xe2fdff51b4c19617,,,London,visited
B London,,https://www.google.com/maps/place/B+London/data=!4m2!3m1!1s0x48760567e904c233:0xc2ed82992d17fe6a,,,London,visited
Afternoon Tea at The Ritz,,https://www.google.com/maps/place/Afternoon+Tea+at+The+Ritz/data=!4m2!3m1!1s0x48760529cd5fd799:0x207a8754eb7d3a92,,,London,visited
Kiln,,https://www.google.com/maps/place/Kiln/data=!4m2!3m1!1s0x487604d46eeab9ff:0x327d3035b194d3b8,,,London,visited
"Mestizo Mexican Market, Chelsea",,"https://www.google.com/maps/place/Mestizo+Mexican+Market,+Chelsea/data=!4m2!3m1!1s0x4876053372cd0ff7:0xbb84f2bfd9e5443",,,London,visited
Al Hamra,,https://www.google.com/maps/place/Al+Hamra/data=!4m2!3m1!1s0x4876052f2e056ca3:0x56627775f2f8f922,,,London,visited
Mayyil - Lebanese On The Go,,https://www.google.com/maps/place/Mayyil+-+Lebanese+On+The+Go/data=!4m2!3m1!1s0x48760fcd47577805:0xa674756eb92b0a55,,,London,visited
"The Churchill Arms, Kensington",,"https://www.google.com/maps/place/The+Churchill+Arms,+Kensington/data=!4m2!3m1!1s0x48760ffa31d53019:0x379aa0d23b50cf3a",,,London,visited
Blend Juice+Coffee Bar,,https://www.google.com/maps/place/Blend+Juice%2BCoffee+Bar/data=!4m2!3m1!1s0x48760f57a42a32ed:0xa70e3bf0ea5d946d,,,London,visited
Cafe Jumo,Muy buen lugar para desayunar y buenisimo el avo toast,https://www.google.com/maps/place/Cafe+Jumo/data=!4m2!3m1!1s0x48760f1907828049:0xa75168db191e6472,,,London,visited
The Pig's Ear,,https://www.google.com/maps/place/The+Pig's+Ear/data=!4m2!3m1!1s0x4876056e3a418ddf:0xf62b72282dc89185,,,London,visited
Canonbury Tavern,,https://www.google.com/maps/place/Canonbury+Tavern/data=!4m2!3m1!1s0x48761b631a936b87:0xb49d93aa26321bbd,,,London,visited
Lore of the Land,Pub imposible de encontrar reservacion pero famoso por su sunday roast. ,https://www.google.com/maps/place/Lore+of+the+Land/data=!4m2!3m1!1s0x48761b783c613277:0x9979279b7986df20,,,London,visited
Roebuck,,https://www.google.com/maps/place/Roebuck/data=!4m2!3m1!1s0x48760c3dee1bbaf3:0xaff5c18ce5922c96,,,London,visited
White Cross,,https://www.google.com/maps/place/White+Cross/data=!4m2!3m1!1s0x48760c470ed0a25b:0x97a5c19d6066202f,,,London,visited
Pear Tree Cafe,Cafeteria linda en el parque,https://www.google.com/maps/place/Pear+Tree+Cafe/data=!4m2!3m1!1s0x4876050595eea9fb:0x92eb238934f035eb,,,London,visited
Sessions Arts Club,Lugar increible!! La comida equis pero vale la pena ir,https://www.google.com/maps/place/Sessions+Arts+Club/data=!4m2!3m1!1s0x48761b03660fcde5:0xb606de409a3692ee,,,London,visited
Brutto,Deli muy italiano. ,https://www.google.com/maps/place/Brutto/data=!4m2!3m1!1s0x48761b8e0f5df703:0x9e21a6a190df2cd1,,,London,visited
tease,Lugar de smoothies deli. Matcha con seasalt y datil,https://www.google.com/maps/place/tease/data=!4m2!3m1!1s0x487605645de31267:0xee3b25698031276b,,,London,visited
Cleo,,https://www.google.com/maps/place/Cleo/data=!4m2!3m1!1s0x487605006fb1366f:0xd1802ca5455de129,,,London,visited
Kiss the Hippo Coffee Chelsea,,https://www.google.com/maps/place/Kiss+the+Hippo+Coffee+Chelsea/data=!4m2!3m1!1s0x4876058572d60a83:0x3f5c6b0b17f86e93,,,London,visited
Phat Phuc Noodle Bar,Increíble restaurante en Chelsea. Muy sencillo pero muy cool. La comida espectacular y muy barato. A las 4 pm no habia cola en domingo.,https://www.google.com/maps/place/Phat+Phuc+Noodle+Bar/data=!4m2!3m1!1s0x4876056c10d1bbc1:0xfa1f46a6b0952116,,,London,visited
Crisp Pizza,La mejor pizza de Londres sin duda. Todas las pizzas están excelentes y padre experiencia al ser un pub normal. Vale la pena hacer la cola. Dura como 1 hora pero si lo valen.,https://www.google.com/maps/place/Crisp+Pizza/data=!4m2!3m1!1s0x48760f005bf2e35d:0x98d36dbbdb5d2f55,,,London,visited
Julie's Restaurant,Gran restaurante en una muy buena zona de Notting Hill. El ambiente muy fancy pero de gente joven. Bueno para echar drinks.,https://www.google.com/maps/place/Julie's+Restaurant/data=!4m2!3m1!1s0x4876057dae80cd7d:0x871bbd44f24c027a,,,London,visited
The Plimsoll,"De los mejores restaurantes/pubs de Londres. La comida espectacular pero casual. Ambiente casual, casero, cozy y friendly. La hamburguesa esta impresionante y si es la mejor de la ciudad hasta lo que vamos.",https://www.google.com/maps/place/The+Plimsoll/data=!4m2!3m1!1s0x48761b4b35a84039:0xcf341b5e3f1b3a92,,,London,visited
Bar Crispin,Buen wine bar en soho. La comida rica pero tampoco nada del otro mundo y ni cierra muy tarde para ser soho. Buena opcion de vinos de todo tipo eso si.,https://www.google.com/maps/place/Bar+Crispin/data=!4m2!3m1!1s0x487605f81badaf13:0x77926e447f3dfc91,,,London,visited
"Kricket Shoreditch - Kafé, Restaurant & Bar",,"https://www.google.com/maps/place/Kricket+Shoreditch+-+Kaf%C3%A9,+Restaurant+%26+Bar/data=!4m2!3m1!1s0x48761d00685e0c01:0x5e2b81bff913a090",,,London,visited
Rochelle Canteen,,https://www.google.com/maps/place/Rochelle+Canteen/data=!4m2!3m1!1s0x48761cb9d954f035:0x761c3b782e228426,,,London,visited
JUNK SOHO,,https://www.google.com/maps/place/JUNK+SOHO/data=!4m2!3m1!1s0x4876053aea7cbcab:0xdd6e0679405aa433,,,London,visited
The Mayfair Chippy,"Buen fish and chips en central. Perfecto para llevar a invitados turistas, hay camarones igual y lobster roll. Se llena entonces tratar de ir con reservacion o hacer cola. ",https://www.google.com/maps/place/The+Mayfair+Chippy/data=!4m2!3m1!1s0x4876053296ce3eeb:0x49900da706103950,,,London,visited
Mercato Mayfair,,https://www.google.com/maps/place/Mercato+Mayfair/data=!4m2!3m1!1s0x48760509d1f4d6b7:0xeb4ea82d4f8172d1,,,London,visited
Hollywood Arms,,https://www.google.com/maps/place/Hollywood+Arms/data=!4m2!3m1!1s0x48760563a7c77abb:0xbe31db066db8ca02,,,London,visited
The Goods Shed Market,,https://www.google.com/maps/place/The+Goods+Shed+Market/data=!4m2!3m1!1s0x47decb007bdad96f:0xc66e877e5187c0f5,,,London,visited
sketch,Ya paso de moda pero bueno porq el bar cierra tarde,https://www.google.com/maps/place/sketch/data=!4m2!3m1!1s0x4876052a8fed866b:0xb07500db019d0324,,,London,visited
KURO BAGELS,Buenisismos para un picnic en el parque. Pedimos el de huevo y salchicha y el de salmon. Nos quedamos con antojo del de tomato,https://www.google.com/maps/place/KURO+BAGELS/data=!4m2!3m1!1s0x48760fee2f924395:0xa65afff227c1aef4,,,London,visited
Fonda,Buenisimo mexicano que fuimos del cumple de Fran! ,https://www.google.com/maps/place/Fonda/data=!4m2!3m1!1s0x4876059b322a97cf:0xbcf3aa9bcbf15484,,,London,visited
EVE X Proper Slice,Lugar muy agusto que tambien es hotel. La pizza New York buenisisima! ,https://www.google.com/maps/place/EVE+X+Proper+Slice/data=!4m2!3m1!1s0x48760fe43f63d479:0x3b3dc85e2119a5ac,,,London,visited
Hjem,Cafe alado de la casa muy agusto! En sabados se llena toda la glorieta y tiene ambiente familiar cool.,https://www.google.com/maps/place/Hjem/data=!4m2!3m1!1s0x48760558d4acfa2d:0x738610b77c958cda,,,London,visited
The Sporting Page,Excelente pub familiar para ver partidos y estar instalado un buen rato. Hay juegos de mesa y todo. ,https://www.google.com/maps/place/The+Sporting+Page/data=!4m2!3m1!1s0x48760564e7549303:0x12d85e449ceadf7e,,,London,visited
Cafe Laville,Lugar deli para ir un dia de sol para una date por drinks. Se ven delis las pizzas y a super buen precio todo. Sentarse afuerzas en la ventana que da al rio. ,https://www.google.com/maps/place/Cafe+Laville/data=!4m2!3m1!1s0x48761aafe0d1c809:0xde0e88c114d41ff4,,,London,visited
The Hero - Maida Vale,,https://www.google.com/maps/place/The+Hero+-+Maida+Vale/data=!4m2!3m1!1s0x48761100339e9c6d:0xbe5fa4c6b84c0357,,,London,visited
Morito,,https://www.google.com/maps/place/Morito/data=!4m2!3m1!1s0x48761cb8d5f8c7c7:0x88446fbc0e05ad0d,,,London,visited
Tacos MX Fulham,,https://www.google.com/maps/place/Tacos+MX+Fulham/data=!4m2!3m1!1s0x48760fcfbb42dccf:0x8c3b1b6ec0ef5285,,,London,visited
Cheeky Scone,Buenisimos los scones. Muy recomendado para llevartelos de take-out. El de cheese and chives y original buenerrimos.,https://www.google.com/maps/place/Cheeky+Scone/data=!4m2!3m1!1s0x48760fa7c9fc0977:0x9ab7ed64f364f82b,,,London,visited
The Crabtree,Gran pub que da al rio. La terraza esta padrisima y muy grande. Mucha gente joven y muy buen ambiente. Ideal para el verano.,https://www.google.com/maps/place/The+Crabtree/data=!4m2!3m1!1s0x48760fb01d5f454f:0x661c3039a59c37c8,,,London,visited
Duke on the Green,Muy buen pub en Parsons Green. Una opcion mas chill en comparacion del White Horse pero muy cool. Tienen juegos de mesa.,https://www.google.com/maps/place/Duke+on+the+Green/data=!4m2!3m1!1s0x48760f77e0d925a5:0x509957f21c9ca3c1,,,London,visited
The White Horse,Muy buen pub con mucho ambiente en Parsons Green. Hay musica adentro y afuera una terraza muy grande. Se pone bien antes de los partidos del chelsea tambien.,https://www.google.com/maps/place/The+White+Horse/data=!4m2!3m1!1s0x48760f82b1549cc9:0x6c495a8fb435b87b,,,London,visited
Panzer's Delicatessen,,https://www.google.com/maps/place/Panzer's+Delicatessen/data=!4m2!3m1!1s0x48761abcadb9a683:0xd6181630c7795859,,,London,visited
Bambi,Muy buen restaurante en Hackney. Esta lejos pero vale la pena ir y mas en fin de semana que se pone un dj con viniles y se hace bar. Los miercoles son de oysters. Los camarones bbq wow. Buen plan sentarte en la barra del dj.,https://www.google.com/maps/place/Bambi/data=!4m2!3m1!1s0x48761d9f9db0e291:0x6bcac6d55fab1b92,,,London,visited
Doppo,,https://www.google.com/maps/place/Doppo/data=!4m2!3m1!1s0x487605511067aba5:0x81a0fda60a8c9c01,,,London,visited
The Tamil Crown,"Muy buen pub de comida hindu con ambiente muy relajado. Los platos son muy chicos entonces se presta para snacks. El pollo, los camarones y las samosas buenisimos. Las costillas de cordero no valen la pena. Hay que hacer reservacion aunque sea pub.",https://www.google.com/maps/place/The+Tamil+Crown/data=!4m2!3m1!1s0x48761b274ef04cc5:0x3b89f9854e659957,,,London,visited
Goodbye Horses,Increible restaurante. Es un neighborhood restaurant/wine bar. Tienen musica de viniles pero la verdad no le suben mucho. Tienen mesas grandes entonces es ideal para ir con grupo grandes. El arroz de ox y los toasties valen mucho la pena. Tambien aceptan walk ins y te puedes sentar en la barra o en las barras de la pared.,https://www.google.com/maps/place/Goodbye+Horses/data=!4m2!3m1!1s0x48761d005a358855:0xb3b483971196a35b,,,London,visited
"Petersham Nurseries Restaurant, Richmond","Increible lugar en Richmond. Es un invernadero, vivero, tienda de cosas de casa, restaurante y cafe. Fuimos al cafe y se come deli. Muy bueno el roast chicken. Vale la pena mucho ir y caminar por Richmond.","https://www.google.com/maps/place/Petersham+Nurseries+Restaurant,+Richmond/data=!4m2!3m1!1s0x48760da1ef8f193f:0x9f500a1d4f1906d7",,,London,visited
Brilliant Corners,Gran restaurante muy cool y original. Es de sushi y con ambiente como oscuro cozy y al final como a las 9:30 te quitan tu mesa y vuelve bar con dj de vinyl. Tambien se puede entrar como walk in al bar.,https://www.google.com/maps/place/Brilliant+Corners/data=!4m2!3m1!1s0x48761c93d08f9a1b:0xb19fa8dd3a12ae54,,,London,visited
La Crêperie de Hampstead,"Muy buenas crepas que llevan como 45 años en el mismo lugar. La de cheddar, feta y alcachofa buenisima. Hay mucha fila y no son muy rapidos.",https://www.google.com/maps/place/La+Cr%C3%AAperie+de+Hampstead/data=!4m2!3m1!1s0x48761a87e073bc2b:0x116936285cbf7056,,,London,visited
"The Holly Bush, Hampstead","Increible pub. Muy cozy, mucha gente y algo tranquilo. Vale la pena si vas a hampstead porque esta metido entre puras callesitas.","https://www.google.com/maps/place/The+Holly+Bush,+Hampstead/data=!4m2!3m1!1s0x48761a7d79e6492d:0x889e4328f575d95c",,,London,visited
The Spaniards Inn,Muy buen pub si vas a hampstead heath. No aceptan a personas paradas adentro entonces es o hacer reservacion o ir al patio de afuera que ha de estar muy bien con buen clima.,https://www.google.com/maps/place/The+Spaniards+Inn/data=!4m2!3m1!1s0x48761a6fae9a1d8b:0xc617dadf313904e8,,,London,visited
Redemption Roasters - Hampstead Heath,Muy buen lugar para agarrar un sandwich antes de ir a hampstead heath. El cafe buenisimo y lleno de gente,https://www.google.com/maps/place/Redemption+Roasters+-+Hampstead+Heath/data=!4m2!3m1!1s0x48761bd8869ffc5d:0xe6dc9079f7792c4a,,,London,visited
Sumi Restaurant,Muy cool restaurante de sushi en donde su especialidad son los tacos de sushi. Muy poco mexicanisado para mi gusto.,https://www.google.com/maps/place/Sumi+Restaurant/data=!4m2!3m1!1s0x48760f523d584a2b:0xa30f0c91aa005b61,,,London,visited
De Beauvoir Arms,"Wow super pub con techos altos, espacio y super concurrencia!!! Para regresar a comer un dia con loml",https://www.google.com/maps/place/De+Beauvoir+Arms/data=!4m2!3m1!1s0x48761c9a2c906ee1:0xc5c6de7e7968e647,,,London,visited
Plaquemine Lock,,https://www.google.com/maps/place/Plaquemine+Lock/data=!4m2!3m1!1s0x48761b5c255a7c0f:0x2f82bf09793fe3e0,,,London,visited
The Barbary Next Door,,https://www.google.com/maps/place/The+Barbary+Next+Door/data=!4m2!3m1!1s0x487605837fc44395:0xada8e68e3a83a70b,,,London,visited
manteca,,https://www.google.com/maps/place/manteca/data=!4m2!3m1!1s0x487605af3a2cdb1b:0xa231cb4af8b93b19,,,London,visited
"The Dove, Hammersmith",,"https://www.google.com/maps/place/The+Dove,+Hammersmith/data=!4m2!3m1!1s0x48760fb4d29f86fd:0x3ca6bbf35eada845",,,London,visited
Chiltern Firehouse,"Recomendadisimo el restaurante. Afuera y adentro esta muy cool, la comida muy buena y el ambiente increible. El bar tambien se ve muy cool.",https://www.google.com/maps/place/Chiltern+Firehouse/data=!4m2!3m1!1s0x48761acdba2f8901:0x7f4744c9bfe711f8,,,London,visited
Chesham Arms,Gran pub con una terraza muy grande. Muy local y se ve que en dias soleados puede estar muy bien.,https://www.google.com/maps/place/Chesham+Arms/data=!4m2!3m1!1s0x48761cfcdc6213a7:0x85efa482f04c138b,,,London,visited
Caia,Restaurante muy cool para echar drinks. La comida esta mas o menos buena pero las ribs buenisimas. Vale mas la pena reservar en la parte de abajo que tiene musica de vinyl.,https://www.google.com/maps/place/Caia/data=!4m2!3m1!1s0x48761132664cfafd:0x11a460d5cd3fa789,,,London,visited
The Pig and Butcher,Muy buen restaurante/pub con muy buena comida. Especialmente buenos los mussels y la carne. El ambiente un poco apagado para ser pub en east.,https://www.google.com/maps/place/The+Pig+and+Butcher/data=!4m2!3m1!1s0x48761b6812f60359:0x501729b45945c149,,,London,visited
Bottarga,"Increíble restaurante en Chelsea. Muy cozy y la comida excelente. La cocina se puede ver y eso esta muy cool. Buenisimo el dip de spicy feta, las courgette tempura, el bluefin tuna con pimiento y el seabass con mantequilla. Vale mucho la pena",https://www.google.com/maps/place/Bottarga/data=!4m2!3m1!1s0x487605d7513d2299:0x2a4d9dff5a8bb349,,,London,visited
Columbia Road Flower Market,Muy padre mercado para ir en domingo. No es muy grande pero tiene de todo tipo de plantas y flores. Tambien hay muchos cafesitos por la zona.,https://www.google.com/maps/place/Columbia+Road+Flower+Market/data=!4m2!3m1!1s0x48761cb35fc4ef51:0xdbbae99319852b53,,,London,visited
Cambio De Tercio,,https://www.google.com/maps/place/Cambio+De+Tercio/data=!4m2!3m1!1s0x487605611972cae5:0x84e1e0ce6c21ac8b,,,London,visited
Scalini,,https://www.google.com/maps/place/Scalini/data=!4m2!3m1!1s0x487605407a7768b7:0x502160bd700c46d1,,,London,visited
The roasting party,,https://www.google.com/maps/place/The+roasting+party/data=!4m2!3m1!1s0x48760515fd276371:0x39bd2cf1481c2d18,,,London,visited
Titu,Restaurante cozy y trending de comida japonesa para echar drinks. Imperdible el pescado.,https://www.google.com/maps/place/Titu/data=!4m2!3m1!1s0x48760528ce513c2f:0x5574557a65cf6373,,,London,visited
