Title,Note,URL,Tags,Comment
ARDA,,https://www.google.com/maps/place/ARDA/data=!4m2!3m1!1s0x85d1ff2595aa187d:0x9026332b65e8111a,,
ACTIVO,,https://www.google.com/maps/place/ACTIVO/data=!4m2!3m1!1s0x85d201526f25cb59:0xabcafa3d155afe50,,
Pistilo,,https://www.google.com/maps/place/Pistilo/data=!4m2!3m1!1s0x85d1ff00253b00e7:0xabeb958ca599802c,,
Olaf Osteria,,https://www.google.com/maps/place/Olaf+Osteria/data=!4m2!3m1!1s0x85d1ffb336cff7a5:0xec109aad9279368a,,
Orbita,,https://www.google.com/maps/place/Orbita/data=!4m2!3m1!1s0x85d1ff9c2c5d9a45:0x5c77ef01daf4e725,,
Belly,,https://www.google.com/maps/place/Belly/data=!4m2!3m1!1s0x48761b1366d70ab5:0x7236ebf9cffe1b27,,
Hule,,https://www.google.com/maps/place/Hule/data=!4m2!3m1!1s0x85d1ffd6c927f8ed:0x80ed711da812e129,,
Makan,,https://www.google.com/maps/place/Makan/data=!4m2!3m1!1s0x85d1ff49dd1a3c8f:0xaad80010c54aa382,,
CASTIZO ROMA,,https://www.google.com/maps/place/CASTIZO+ROMA/data=!4m2!3m1!1s0x85d1ffca7137cb4b:0x314bab62f97065ab,,
Casa Imperial Polanco,,https://www.google.com/maps/place/Casa+Imperial+Polanco/data=!4m2!3m1!1s0x85d20171a6acf073:0x901368e73909b6a4,,
Momiji,,https://www.google.com/maps/place/Momiji/data=!4m2!3m1!1s0x85d2016299407225:0x614b4fd4dc84a173,,
El 98,,https://www.google.com/maps/place/El+98/data=!4m2!3m1!1s0x85d1ff1b34632371:0xeb3091a5e158c6e0,,
The Latimer Pub & Restaurant,,https://www.google.com/maps/place/The+Latimer+Pub+%26+Restaurant/data=!4m2!3m1!1s0x4876113495218749:0x40f2ca9630ce7ca0,,
Tiella Trattoria & Bar,,https://www.google.com/maps/place/Tiella+Trattoria+%26+Bar/data=!4m2!3m1!1s0x48761dd706640e2f:0xfe78aec95e185361,,
Quiero Gelato,,https://www.google.com/maps/place/Quiero+Gelato/data=!4m2!3m1!1s0x85d1fff22d0a5f0b:0xe003d1d99b56178b,,
Esca,,https://www.google.com/maps/place/Esca/data=!4m2!3m1!1s0x85d1ff007125a61f:0x39d02fbee6e85be4,,
Masa viva,,https://www.google.com/maps/place/Masa+viva/data=!4m2!3m1!1s0x85d1ff26d39d4461:0xe51596899e5c465a,,
Disco Café & Bar,,https://www.google.com/maps/place/Disco+Caf%C3%A9+%26+Bar/data=!4m2!3m1!1s0x85d1ff46f30578cb:0xde893c16847e101d,,
Recio,,https://www.google.com/maps/place/Recio/data=!4m2!3m1!1s0x85d1ffc691d27117:0xb58fceea4e66b5f5,,
El Mandarino,,https://www.google.com/maps/place/El+Mandarino/data=!4m2!3m1!1s0x85d1ff435497292d:0x6b87c036ec400145,,
